pid,pid_name
04A926B5,MF4200 series
04A926DA,LBP3010B printer
04A926E6,iR1024
04A92737,MF4410
04A93041,PowerShot S10
04A93042,CanoScan FS4000US Film Scanner
04A93043,PowerShot S20
04A93044,EOS D30
04A93045,PowerShot S100
04A93046,IXY Digital
04A93047,Digital IXUS
04A93048,PowerShot G1
04A93049,PowerShot Pro90 IS
04A9304A,CP-10
04A9304B,IXY Digital 300
04A9304C,PowerShot S300
04A9304D,Digital IXUS 300
04A9304E,PowerShot A20
04A9304F,PowerShot A10
04A93050,PowerShot unknown 1
04A93051,PowerShot S110
04A93052,Digital IXUS V
04A93055,PowerShot G2
04A93056,PowerShot S40
04A93057,PowerShot S30
04A93058,PowerShot A40
04A93059,PowerShot A30
04A9305B,ZR45MC Digital Camcorder
04A9305C,PowerShot unknown 2
04A93060,EOS D60
04A93061,PowerShot A100
04A93062,PowerShot A200
04A93063,CP-100
04A93065,PowerShot S200
04A93066,Digital IXUS 330
04A93067,MV550i Digital Video Camera
04A93069,PowerShot G3
04A9306A,Digital unknown 3
04A9306B,MVX2i Digital Video Camera
04A9306C,PowerShot S45
04A9306D,PowerShot S45 PtP Mode
04A9306E,PowerShot G3 (normal mode)
04A9306F,PowerShot G3 (ptp)
04A93070,PowerShot S230
04A93071,PowerShot S230 (ptp)
04A93072,PowerShot SD100 / Digital IXUS II (ptp)
04A93073,PowerShot A70 (ptp)
04A93074,PowerShot A60 (ptp)
04A93075,IXUS 400 Camera
04A93076,PowerShot A300
04A93077,PowerShot S50
04A93078,ZR70MC Digital Camcorder
04A9307A,MV650i (normal mode)
04A9307B,MV630i Digital Video Camera
04A9307C,CP-200
04A9307D,CP-300
04A9307F,Optura 20
04A93080,MVX150i (normal mode) / Optura 20 (normal mode)
04A93081,Optura 10
04A93082,MVX100i / Optura 10
04A93083,EOS 10D
04A93084,EOS 300D / EOS Digital Rebel
04A93085,PowerShot G5
04A93087,Elura 50 (PTP mode)
04A93088,Elura 50 (normal mode)
04A9308D,MVX3i
04A9308E,FV M1 (normal mode) / MVX 3i (normal mode) / Optura Xi (normal mode)
04A93093,Optura 300
04A93096,IXY DV M2 (normal mode) / MVX 10i (normal mode)
04A93099,EOS 300D (ptp)
04A9309A,PowerShot A80
04A9309B,Digital IXUS (ptp)
04A9309C,PowerShot S1 IS
04A9309D,Powershot Pro 1
04A9309F,Camera
04A930A0,Camera
04A930A1,Camera
04A930A2,Camera
04A930A8,Elura 60E/Optura 40 (ptp)
04A930A9,MVX25i (normal mode) / Optura 40 (normal mode)
04A930B1,PowerShot S70 (normal mode) / PowerShot S70 (PTP mode)
04A930B2,PowerShot S60 (normal mode) / PowerShot S60 (PTP mode)
04A930B3,PowerShot G6 (normal mode) / PowerShot G6 (PTP mode)
04A930B4,PowerShot S500
04A930B5,PowerShot A75
04A930B6,Digital IXUS II2  / Digital IXUS II2 (PTP mode) / PowerShot SD110 (PTP mode) / PowerShot SD110 Digital ELPH
04A930B7,PowerShot A400 / PowerShot A400 (PTP mode)
04A930B8,PowerShot A310 / PowerShot A310 (PTP mode)
04A930B9,Powershot A85
04A930BA,PowerShot S410 Digital Elph
04A930BB,PowerShot A95
04A930BD,CP-220
04A930BE,CP-330
04A930BF,Digital IXUS 40
04A930C0,Digital IXUS 30 (PTP mode) / PowerShot SD200 (PTP mode)
04A930C1,Digital IXUS 50 (normal mode) / IXY Digital 55 (normal mode) / PowerShot A520 (PTP mode) / PowerShot SD400 (normal mode)
04A930C2,PowerShot A510 (normal mode) / PowerShot A510 (PTP mode)
04A930C4,Digital IXUS i5 (normal mode) / IXY Digital L2 (normal mode) / PowerShot SD20 (normal mode)
04A930EA,EOS 1D Mark II (PTP mode)
04A930EB,EOS 20D
04A930EC,EOS 20D (ptp)
04A930EE,EOS 350D
04A930EF,EOS 350D (ptp)
04A930F0,PowerShot S2 IS (PTP mode)
04A930F2,Digital IXUS 700 (normal mode) / Digital IXUS 700 (PTP mode) / IXY Digital 600 (normal mode) / PowerShot SD500 (normal mode) / PowerShot SD500 (PTP mode)
04A930F4,PowerShot SD30 / Ixus iZoom / IXY DIGITAL L3
04A930F5,SELPHY CP500
04A930F6,SELPHY CP400
04A930F8,Powershot A430
04A930F9,PowerShot A410 (PTP mode)
04A930FA,PowerShot S80
04A930FC,PowerShot A620 (PTP mode)
04A930FD,PowerShot A610 (normal mode)/PowerShot A610 (PTP mode)
04A930FE,Digital IXUS 65 (PTP mode)/PowerShot SD630 (PTP mode)
04A930FF,Digital IXUS 55 (PTP mode)/PowerShot SD450 (PTP mode)
04A93100,PowerShot TX1
04A9310B,SELPHY CP600
04A9310E,Digital IXUS 50 (PTP mode)
04A93110,EOS Digital Rebel XTi
04A93116,Digital IXUS 750 / PowerShot SD550 (PTP mode)
04A93117,PowerShot A700
04A93119,PowerShot SD700 IS / Digital IXUS 800 IS / IXY Digital 800 IS
04A9311B,PowerShot A540
04A93127,SELPHY CP710
04A93128,SELPHY CP510
04A9312D,Elura 100
04A93138,PowerShot A710 IS
04A93141,SELPHY ES1
04A93142,SELPHY CP730
04A93143,SELPHY CP720
04A93145,EOS 450D
04A93147,EOS 1Ds Mark III
04A9314F,Powershot SD1000
04A93155,PowerShot A450
04A9315A,PowerShot G9
04A9315D,PowerShot A720
04A93160,Digital IXUS 860 IS
04A93170,SELPHY CP750
04A93171,SELPHY CP740
04A93175,IXY Digital 25 IS
04A93176,PowerShot A590
04A9317A,PC1267 [Powershot A470]
04A93184,Digital IXUS 80 IS (PTP mode)
04A93185,SELPHY ES2
04A93186,SELPHY ES20
04A93192,PowerShot SX110 IS
04A9319A,EOS 7D
04A931AA,SELPHY CP770
04A931AB,SELPHY CP760
04A931AD,PowerShot E1
04A931AF,SELPHY ES3
04A931B0,SELPHY ES30
04A931B1,SELPHY CP530
04A931BC,PowerShot D10
04A931BF,PowerShot A480
04A931C0,PowerShot SX200 IS
04A931DD,SELPHY CP780
04A931E5,Digital IXUS 200 IS
04A931EE,SELPHY ES40
04A931EF,PowerShot A495
04A931F1,PowerShot A3100 IS / PowerShot A3150 IS
04A931F2,PowerShot A3000 IS
04A931F3,PowerShot Digital ELPH SD1400 IS
04A931F4,PowerShot SD1300 IS / IXUS 105
04A931F5,Powershot SD3500 IS / IXUS 210 IS
04A931F6,PowerShot SX210 IS
04A931F7,Powershot SD4000 IS / IXUS 300 HS / IXY 30S
04A931F8,Powershot SD4500 IS / IXUS 1000 HS / IXY 50S
04A931FF,Digital IXUS 55
04A93209,Vixia HF S21 A
04A93210,Powershot SX30 IS
04A93211,PowerShot SX130 IS
04A93212,Powershot S95
04A93214,SELPHY CP800
04A93218,EOS 600D / Rebel T3i (ptp)
04A93223,PowerShot A3300 IS
04A93224,PowerShot A3200 IS
04A93226,PowerShow A800
04A93228,PowerShot SX230 HS
04A93229,PowerShot ELPH 300 HS / IXUS 220 HS
04A9322A,PowerShot A2200
04A9322B,Powershot A1200
04A93233,PowerShot G1 X
04A93234,PowerShot SX150 IS
04A93236,PowerShot S100
04A93237,PowerShot ELPH 310 HS / IXUS 230 HS
04A93238,PowerShot SX40 HS
04A9323B,EOS Rebel T4i
04A9323E,PowerShot A1300
04A9323F,PowerShot A810
04A93240,PowerShot ELPH 320 HS / IXUS 240 HS
04A93241,PowerShot ELPH 110 HS / IXUS 125 HS
04A93243,PowerShot A4000 IS
04A93244,PowerShot SX260 HS
04A93245,PowerShot SX240 HS
04A93247,PowerShot ELPH 520 HS / IXUS 500 HS
04A93248,PowerShot A3400 IS
04A93249,PowerShot A2400 IS
04A9324A,PowerShot A2300
04A93255,SELPHY CP900
04A93256,SELPHY CP810
04A93258,PowerShot G15
04A93259,PowerShot SX50 HS
04A9325A,PowerShot SX160 IS
04A9325B,PowerShot S110
04A9325C,PowerShot SX500 IS
04AD2501,Bluetooth Device
04B00102,Coolpix 990
04B00103,Coolpix 880
04B00104,Coolpix 995
04B00106,Coolpix 775
04B00107,Coolpix 5000
04B00108,Coolpix 2500
04B00109,Coolpix 2500 (ptp)
04B0010A,Coolpix 4500
04B0010B,Coolpix 4500 (ptp)
04B0010D,Coolpix 5700 (ptp)
04B0010E,Coolpix 4300 (storage)
04B0010F,Coolpix 4300 (ptp)
04B00110,Coolpix 3500 (Sierra Mode)
04B00111,Coolpix 3500 (ptp)
04B00112,Coolpix 885 (ptp)
04B00113,Coolpix 5000 (ptp)
04B00114,Coolpix 3100 (storage)
04B00115,Coolpix 3100 (ptp)
04B00117,Coolpix 2100 (ptp)
04B00119,Coolpix 5400 (ptp)
04B0011D,Coolpix 3700 (ptp)
04B00121,Coolpix 3200 (ptp)
04B00122,Coolpix 2200 (ptp)
04B00124,Coolpix 8400 (mass storage mode)
04B00125,Coolpix 8400 (ptp)
04B00126,Coolpix 8800
04B00129,Coolpix 4800 (ptp)
04B0012C,Coolpix 4100 (storage)
04B0012D,Coolpix 4100 (ptp)
04B0012E,Coolpix 5600 (ptp)
04B00130,Coolpix 4600 (ptp)
04B00135,Coolpix 5900 (ptp)
04B00136,Coolpix 7900 (storage)
04B00137,Coolpix 7900 (ptp)
04B0013A,Coolpix 100 (storage)
04B0013B,Coolpix 100 (ptp)
04B00141,Coolpix P2 (storage)
04B00142,Coolpix P2 (ptp)
04B00163,Coolpix P5100 (ptp)
04B00169,Coolpix P50 (ptp)
04B00202,Coolpix SQ (ptp)
04B00203,Coolpix 4200 (mass storage mode)
04B00204,Coolpix 4200 (ptp)
04B00205,Coolpix 5200 (storage)
04B00206,Coolpix 5200 (ptp)
04B00301,Coolpix 2000 (storage)
04B00302,Coolpix 2000 (ptp)
04B00317,Coolpix L20 (ptp)
04B00402,DSC D100 (ptp)
04B00403,D2H (mass storage mode)
04B00404,D2H SLR (ptp)
04B00405,D70 (mass storage mode)
04B00406,DSC D70 (ptp)
04B00408,D2X SLR (ptp)
04B00409,D50 digital camera
04B0040A,D50 (ptp)
04B0040C,D2Hs
04B0040E,DSC D70s (ptp)
04B0040F,D200 (mass storage mode)
04B00410,D200 (ptp)
04B00413,D40 (mass storage mode)
04B0041E,D60 digital camera (mass storage mode)
04B00422,D700 (ptp)
04B00424,D3000
04B00425,D300S
04B0042A,D800 (ptp)
04B00F03,PD-10 Wireless Printer Adapter
04B04000,Coolscan LS 40 ED
04B04001,LS 50 ED/Coolscan V ED
04B04002,Super Coolscan LS-5000 ED
04B33003,Rapid Access III Keyboard
04B33004,Media Access Pro Keyboard
04B3300A,Rapid Access IIIe Keyboard
04B33016,UltraNav Keyboard Hub
04B33018,UltraNav Keyboard
04B3301B,SK-8815 Keyboard
04B3301C,Enhanced Performance Keyboard
04B33020,Enhanced Performance Keyboard
04B33025,NetVista Full Width Keyboard
04B33100,NetVista Mouse
04B33103,ScrollPoint Pro Mouse
04B33104,ScrollPoint Wireless Mouse
04B33105,ScrollPoint Optical (HID)
04B33107,ThinkPad 800dpi Optical Travel Mouse
04B33108,800dpi Optical Mouse w/ Scroll Point
04B33109,Optical ScrollPoint Pro Mouse
04B3310B,Red Wheel Mouse
04B3310C,Wheel Mouse
04B34427,Portable CD ROM
04B34482,Serial Converter
04B34485,Serial Converter
04B34525,Double sided CRT
04B34535,4610 Suremark Printer
04B34550,NVRAM (128 KB)
04B34554,Cash Drawer
04B34580,Hub w/ NVRAM
04B34581,4800-2xx Hub w/ Cash Drawer
04B34604,Keyboard w/ Card Reader
04B34671,4820 LCD w/ MSR/KB
04B40001,Mouse
04B40002,CY7C63x0x Thermometer
04B40033,Mouse
04B40100,Cino FuzzyScan F760-B
04B40101,Keyboard/Hub
04B40102,Keyboard with APM
04B40130,MyIRC Remote Receiver
04B40306,Telephone Receiver
04B40407,Optical Skype Mouse
04B40BAD,MetaGeek Wi-Spy
04B41002,CY7C63001 R100 FM Radio
04B41006,Human Interface Device
04B42050,hub
04B42830,Opera1 DVB-S (cold state)
04B44381,SCAPS USC-1 Scanner Controller
04B44611,Storage Adapter FX2 (CY)
04B44616,Flash Disk (TPP)
04B45201,Combi Keyboard-Hub (Hub)
04B45202,Combi Keyboard-Hub (Keyboard)
04B45500,HID->COM RS232 Adapter
04B45A9B,Dacal CD/DVD Library D-101/DC-300/DC-016RW
04B46370,ViewMate Desktop Mouse CC2201
04B46560,CY7C65640 USB-2.0 TetraHub
04B46830,CY7C68300A EZ-USB AT2 USB 2.0 to ATA/ATAPI
04B46831,Storage Adapter ISD-300LP (CY)
04B47417,Wireless PC Lock/Ultra Mouse
04B48329,USB To keyboard/Mouse Converter
04B48613,CY7C68013 EZ-USB FX2 USB 2.0 Development Kit
04B48614,DTV-DVB UDST7020BDA DVB-S Box(DVBS for MCE2005)
04B4861F,Anysee E30 USB 2.0 DVB-T Receiver
04B4BCA1,Barcode Reader
04B4CC04,Centor USB RACIA-ALVAR USB PORT
04B4CC06,Centor-P RACIA-ALVAR USB PORT
04B4D5D5,CY7C63x0x Zoltrix Z-Boxer GamePad
04B4DE61,Barcode Reader
04B4DE64,Barcode Reader
04B4F000,CY30700 Licorice evaluation board
04B4F111,CY8CKIT-002 PSoC MiniProg3 Rev A Program and debug kit
04B4F115,PSoC FirstTouch Programmer
04B4FD13,Programmable power socket
04B53064,Hantek DSO-3064
04B80001,Stylus Color 740 / Photo 750
04B80002,ISD Smart Cable for Mac
04B80003,ISD Smart Cable
04B80004,Printer
04B80005,Printer
04B80006,Printer
04B80007,Printer
04B80015,Stylus Photo R3000
04B80101,GT-7000U [Perfection 636]
04B80102,GT-2200
04B80103,GT-6600U [Perfection 610]
04B80104,GT-7600UF [Perfection 1200U/1200U Photo]
04B80105,Stylus Scan 2000
04B80106,Stylus Scan 2500
04B80107,ES-2000 [Expression 1600U]
04B80108,CC-700
04B80109,ES-8500 [Expression 1640 XL]
04B8010A,GT-8700/GT-8700F [Perfection 1640SU/1640SU PHOTO]
04B8010B,GT-7700U [Perfection 1240U]
04B8010C,GT-6700U [Perfection 640]
04B8010D,CC-500L
04B8010E,ES-2200 [Perfection 1680]
04B8010F,GT-7200U [Perfection 1250/1250 PHOTO]
04B80110,GT-8200U/GT-8200UF [Perfection 1650/1650 PHOTO]
04B80112,GT-9700F [Perfection 2450 PHOTO]
04B80114,Perfection 660
04B80116,GT-9400UF [Perfection 3170]
04B80118,GT-F600 [Perfection 4180]
04B80119,GT-X750 [Perfection 4490 Photo]
04B8011A,CC-550L [1000 ICS]
04B8011B,GT-9300UF [Perfection 2400 PHOTO]
04B8011C,GT-9800F [Perfection 3200]
04B8011D,GT-7300U [Perfection 1260/1260 PHOTO]
04B8011E,GT-8300UF [Perfection 1660 PHOTO]
04B8011F,GT-8400UF [Perfection 1670/1670 PHOTO]
04B80120,GT-7400U [Perfection 1270]
04B80121,GT-F500/GT-F550 [Perfection 2480/2580 PHOTO]
04B80122,GT-F520/GT-F570 [Perfection 3590 PHOTO]
04B80126,ES-7000H [GT-15000]
04B80128,GT-X700 [Perfection 4870]
04B80129,ES-10000G [Expression 10000XL]
04B8012A,GT-X800 [Perfection 4990 PHOTO]
04B8012B,ES-H300 [GT-2500]
04B8012C,GT-X900 [Perfection V700/V750 Photo]
04B8012D,GT-F650 [GT-S600/Perfection V10/V100]
04B8012E,GT-F670 [Perfection V200 Photo]
04B8012F,GT-F700 [Perfection V350]
04B80130,GT-X770 [Perfection V500]
04B80131,GT-F720 [GT-S620/Perfection V30/V300 Photo]
04B80133,GT-1500 [GT-D1000]
04B80135,GT-X970
04B80136,ES-D400 [GT-S80]
04B80137,ES-D200 [GT-S50]
04B80138,ES-H7200 [GT-20000]
04B8013A,GT-X820 [Perfection V600 Photo]
04B80142,GT-F730 [GT-S630/Perfection V33/V330 Photo]
04B80143,GT-S55
04B80144,GT-S85
04B80202,Receipt Printer M129C/TM-T70
04B80401,CP 800 Digital Camera
04B80402,PhotoPC 850z
04B80403,PhotoPC 3000z
04B80509,JVC PIX-MC10
04B80601,Stylus Photo 875DC Card Reader
04B80602,Stylus Photo 895 Card Reader
04B80801,CC-600PX [Stylus CX5200/CX5400/CX6600]
04B80802,CC-570L [Stylus CX3100/CX3200]
04B80803,Printer (Composite Device)
04B80804,Storage Device
04B80805,Stylus CX6300/CX6400
04B80806,PM-A850 [Stylus Photo RX600/610]
04B80807,Stylus Photo RX500/510
04B80808,Stylus CX5200/CX5300/CX5400
04B80809,Storage Device
04B8080A,F-3200
04B8080C,ME100 [Stylus CX1500]
04B8080D,Stylus CX4500/4600
04B8080E,PX-A550 [CX-3500/3600/3650 MFP]
04B8080F,Stylus Photo RX420/RX425/RX430
04B80810,PM-A900 [Stylus Photo RX700]
04B80811,PM-A870 [Stylus Photo RX620/RX630]
04B80812,MFP Composite Device
04B80813,Stylus CX6500/6600
04B80814,PM-A700
04B80815,LP-A500 [AcuLaser CX1]
04B80816,Printer (Composite Device)
04B80817,LP-M5500/LP-M5500F
04B80818,Stylus CX3700/CX3800/DX3800
04B80819,PX-A650 [Stylus CX4700/CX4800/DX4800/DX4850]
04B8081A,PM-A750 [Stylus Photo RX520/RX530]
04B8081B,MFP Composite Device
04B8081C,PM-A890 [Stylus Photo RX640/RX650]
04B8081D,PM-A950
04B8081E,MFP Composite Device
04B8081F,Stylus CX7700/7800
04B80820,Stylus CX4100/CX4200/DX4200
04B80821,Stylus CX5700F/CX5800F
04B80822,Storage Device
04B80823,MFP Composite Device
04B80824,Storage Device
04B80825,MFP Composite Device
04B80826,Storage Device
04B80827,PM-A820 [Stylus Photo RX560/RX580/RX585/RX590]
04B80828,PM-A970
04B80829,PM-T990
04B8082A,PM-A920
04B8082B,Stylus CX5900/CX5000/DX5000/DX5050
04B8082C,Storage Device
04B8082D,Storage Device
04B8082E,PX-A720 [Stylus CX5900/CX6000/DX6000]
04B8082F,PX-A620 [Stylus CX3900/DX4000/DX4050]
04B80830,ME 200 [Stylus CX2800/CX2900]
04B80831,Stylus CX6900F/CX7000F/DX7000F
04B80832,MFP Composite Device
04B80833,LP-M5600
04B80834,LP-M6000
04B80835,AcuLaser CX21
04B80836,PM-T960
04B80837,PM-A940 [Stylus Photo RX680/RX685/RX690]
04B80838,PX-A640 [CX7300/CX7400/DX7400]
04B80839,PX-A740 [CX8300/CX8400/DX8400]
04B8083A,PX-FA700 [CX9300F/CX9400Fax/DX9400F]
04B8083B,MFP Composite Device
04B8083C,PM-A840S [Stylus Photo RX595/RX610]
04B8083D,MFP Composite Device
04B8083E,MFP Composite Device
04B8083F,Stylus CX4300/CX4400/CX5500/CX5600/DX4400/DX4450
04B80841,PX-401A [ME 300/Stylus NX100]
04B80843,LP-M5000
04B80844,EP-901A/EP-901F [Artisan 800/Stylus Photo PX800FW]
04B80846,EP-801A [Artisan 700/Stylus Photo PX700W/TX700W]
04B80847,PX-601F [ME Office 700FW/Stylus Office BX600FW/TX600FW]
04B80848,ME Office 600F/Stylus Office BX300F/TX300F
04B80849,Stylus SX205
04B8084A,PX-501A [Stylus NX400]
04B8084D,PX-402A [Stylus SX115/Stylus NX110 Series]
04B8084F,ME OFFICE 510
04B80850,EP-702A [Stylus Photo PX650/TX650 Series]
04B80851,Stylus SX410
04B80852,EP-802A [Artisan 710 Series/Stylus Photo PX710W/TX720W Series]
04B80853,EP-902A [Artisan 810 Series/Stylus Photo PX810FW Series]
04B80854,ME OFFICE 650FN Series/Stylus Office BX310FN/TX520FN Series
04B80855,PX-602F [Stylus Office BX610FW/TX620FW Series]
04B80856,PX-502A [Stylus SX515W]
04B8085C,ME 320/330 Series [Stylus SX125]
04B8085D,PX-603F [ME OFFICE 960FWD Series/Stylus Office BX625FWD/TX620FWD Series]
04B8085E,PX-503A [ME OFFICE 900WD Series/Stylus Office BX525WD]
04B8085F,Stylus Office BX320FW/TX525FW Series
04B80860,EP-903A/EP-903F [Artisan 835/Stylus Photo PX820FWD Series]
04B80861,EP-803A/EP-803AW [Artisan 725/Stylus Photo PX720WD/TX720WD Series]
04B80862,EP-703A [Stylus Photo PX660 Series]
04B80863,ME OFFICE 620F Series/Stylus Office BX305F/BX305FW/TX320F
04B80864,ME OFFICE 560W Series
04B80865,ME OFFICE 520 Series
04B80866,AcuLaser MX20DN/MX20DNF/MX21DNF
04B80869,PX-1600F
04B8086A,PX-673F [Stylus Office BX925FWD]
04B80870,Stylus Office BX305FW Plus
04B80871,K200 Series
04B80872,K300 Series
04B80873,L200 Series
04B80878,EP-704A
04B80879,EP-904A/EP-904F [Artisan 837/Stylus Photo PX830FWD Series]
04B8087B,EP-804A/EP-804AR/EP-804AW [Stylus Photo PX730WD/Artisan 730 Series]
04B8087C,PX-1700F
04B8087D,PX-B750F
04B8087F,PX-403A
04B80880,PX-434A [Stylus NX330 Series]
04B80881,PX-404A [ME OFFICE 535]
04B80883,ME 340 Series/Stylus NX130 Series
04B80884,Stylus NX430W Series
04B80885,Stylus NX230 Series
04B8088F,Stylus Office BX635FWD
04B80890,ME OFFICE 940FW Series/Stylus Office BX630FW Series
04B80891,Stylus Office BX535WD
04B80892,Stylus Office BX935FWD
04B80893,EP-774A
04B90300,SafeNet USB SuperPro/UltraPro
04B91000,iKey 1000 Token
04B91001,iKey 1200 Token
04B91002,iKey Token
04B91003,iKey Token
04B91004,iKey Token
04B91005,iKey Token
04B91006,iKey Token
04B91200,iKey 2000 Token
04B91201,iKey Token
04B91202,iKey 2032 Token
04B91203,iKey Token
04B91204,iKey Token
04B91205,iKey Token
04B91206,iKey 4000 Token
04B91300,iKey 3000 Token
04B91301,iKey 3000
04B91302,iKey Token
04B91303,iKey Token
04B91304,iKey Token
04B91305,iKey Token
04B91306,iKey Token
04BB0101,USB2-IDE/ATAPI Bridge Adapter
04BB0201,USB2-IDE/ATAPI Bridge Adapter
04BB0204,DVD Multi-plus unit iU-CD2
04BB0206,DVD Multi-plus unit DVR-UEH8
04BB0301,Storage Device
04BB0314,USB-SSMRW SD-card
04BB0319,USB2-IDE/ATAPI Bridge Adapter
04BB031A,USB2-IDE/ATAPI Bridge Adapter
04BB031B,USB2-IDE/ATAPI Bridge Adapter
04BB031E,USB-SDRW SD-card
04BB0502,Nogatech Live! (BT)
04BB0528,GV-USB Video Capture
04BB0901,USB ETT
04BB0904,ET/TX Ethernet [pegasus]
04BB0913,ET/TX-S Ethernet [pegasus2]
04BB0919,USB WN-B11
04BB0922,IOData AirPort WN-B11/USBS 802.11b
04BB0930,ETG-US2
04BB0937,WN-WAG/USL Wireless LAN Adapter
04BB0938,WN-G54/USL Wireless LAN Adapter
04BB093B,WN-GDN/USB
04BB093F,WNGDNUS2 802.11n
04BB0944,WHG-AGDN/US Wireless LAN Adapter
04BB0945,WN-GDN/US3 Wireless LAN Adapter
04BB0947,WN-G150U Wireless LAN Adapter
04BB0948,WN-G300U Wireless LAN Adapter
04BB0A03,Serial USB-RSAQ1
04BB0A07,USB2-iCN Adapter
04BB0A08,USB2-iCN Adapter
04BB0C01,FM-10 Pro Disk
04BF0100,MediaReader CF
04BF0115,USB-PDC Adapter UPA9664
04BF0116,USB-cdmaOne Adapter UCA1464
04BF0117,USB-PHS Adapter UHA6400
04BF0118,USB-PHS Adapter UPA6400
04BF0135,MediaReader Dual
04BF0202,73S1121F Smart Card Reader-
04BF0309,Bluetooth USB dongle
04BF030A,IBM Bluetooth Ultraport Module
04BF030B,Bluetooth Device
04BF030C,Ultraport Bluetooth Device
04BF0310,Integrated Bluetooth
04BF0311,Integrated Bluetooth Device
04BF0317,Bluetooth UltraPort Module from IBM
04BF0318,IBM Integrated Bluetooth
04BF0319,Bluetooth Adapter
04BF0320,Bluetooth Adapter
04BF0321,Bluetooth Device
04BF0A28,INDI AV-IN Device
04C10020,56K Voice Pro
04C10022,56K Voice Pro
04C1007E,ISDN TA
04C10082,OfficeConnect Analog Modem
04C1008F,Pro ISDN TA
04C10097,OfficeConnect Analog
04C1009D,HomeConnect Webcam [vicam]
04C100A9,ISDN Pro TA-U
04C100B9,HomeConnect IDSL Modem
04C13021,56k Voice FaxModem Pro
04C31102,Mouse
04C32102,Mouse
04C51029,fi-4010c Scanner
04C51033,fi-4110CU
04C51041,fi-4120c Scanner
04C51042,fi-4220c Scanner
04C5105B,AH-F401U Air H device
04C51096,fi-5110EOX
04C51097,fi-5110C
04C510AE,fi-4120C2
04C510AF,fi-4220C2
04C510E0,fi-5120c Scanner
04C510E1,fi-5220C
04C510E7,fi-5900C
04C510FE,S500
04C51150,fi-6230
04C80720,Digital Color Camera
04C80721,e-miniD Camera
04C80722,e-mini
04C80723,KD-200Z Camera
04C80726,KD-310Z Camera
04C80728,Revio C2 Mass Storage Device
04C80729,Revio C2 Digital Camera
04C8072C,Revio KD20M
04C8072D,Revio KD410Z
04CA1766,HID Monitor Controls
04CA9304,Hub
04CAF01C,TT1280DA DVB-T TV Tuner
04CB0100,FinePix 30i/40i/50i, A101/201, 1300/2200, 1400/2400/2600/2800/4500/4700/4800/4900/6800/6900 Zoom
04CB0103,FinePix NX-500/NX-700 printer
04CB0104,FinePix A101, 2600/2800/4800/6800 Zoom (PC CAM)
04CB0108,FinePix F601 Zoom (DSC)
04CB0109,FinePix F601 Zoom (PC CAM)
04CB010A,FinePix S602 (Pro) Zoom (DSC)
04CB010B,FinePix S602 (Pro) Zoom (PC CAM)
04CB010D,FinePix Digital Camera 020531
04CB010E,FinePix F402 Zoom (DSC)
04CB010F,FinePix F402 Zoom (PC CAM)
04CB0110,FinePix M603 Zoom (DSC)
04CB0111,FinePix M603 Zoom (PC CAM)
04CB0112,FinePix A202, A200 Zoom (DSC)
04CB0113,FinePix A202, A200 Zoom (PC CAM)
04CB0114,FinePix F401 Zoom (DSC)
04CB0115,FinePix F401 Zoom (PC CAM)
04CB0116,FinePix A203 Zoom (DSC)
04CB0117,FinePix A203 Zoom (PC CAM)
04CB0118,FinePix A303 Zoom (DSC)
04CB0119,FinePix A303 Zoom (PC CAM)
04CB011A,FinePix S304/3800 Zoom (DSC)
04CB011B,FinePix S304/3800 Zoom (PC CAM)
04CB011C,FinePix A204/2650 Zoom (DSC)
04CB011D,FinePix A204/2650 Zoom (PC CAM)
04CB0120,FinePix F700 Zoom (DSC)
04CB0121,FinePix F700 Zoom (PC CAM)
04CB0122,FinePix F410 Zoom (DSC)
04CB0123,FinePix F410 Zoom (PC CAM)
04CB0124,FinePix A310 Zoom (DSC)
04CB0125,FinePix A310 Zoom (PC CAM)
04CB0126,FinePix A210 Zoom (DSC)
04CB0127,FinePix A210 Zoom (PC CAM)
04CB0128,FinePix A205(S) Zoom (DSC)
04CB0129,FinePix A205(S) Zoom (PC CAM)
04CB012A,FinePix F610 Zoom (DSC)
04CB012B,FinePix Digital Camera 030513
04CB012C,FinePix S7000 Zoom (DSC)
04CB012D,FinePix S7000 Zoom (PC CAM)
04CB012F,FinePix Digital Camera 030731
04CB0130,FinePix S5000 Zoom (DSC)
04CB0131,FinePix S5000 Zoom (PC CAM)
04CB013B,FinePix Digital Camera 030722
04CB013C,FinePix S3000 Zoom (DSC)
04CB013D,FinePix S3000 Zoom (PC CAM)
04CB013E,FinePix F420 Zoom (DSC)
04CB013F,FinePix F420 Zoom (PC CAM)
04CB0142,FinePix S7000 Zoom (PTP)
04CB0148,FinePix A330 Zoom (DSC)
04CB0149,FinePix A330 Zoom (UVC)
04CB014A,FinePix A330 Zoom (PTP)
04CB014B,FinePix A340 Zoom (DSC)
04CB014C,FinePix A340 Zoom (UVC)
04CB0159,FinePix F710 Zoom (DSC)
04CB0165,FinePix S3500 Zoom (DSC)
04CB0168,FinePix E500 Zoom (DSC)
04CB0169,FinePix E500 Zoom (UVC)
04CB016B,FinePix E510 Zoom (DSC)
04CB016C,FinePix E510 Zoom (PC CAM)
04CB016E,FinePix S5500 Zoom (DSC)
04CB016F,FinePix S5500 Zoom (UVC)
04CB0171,FinePix E550 Zoom (DSC)
04CB0172,FinePix E550 Zoom (UVC)
